Username,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range,Challenge,Closeness,Curiosity,Excitement,Harmony,Ideal,Liberty,Love,Practicality,Self-expression,Stability,Structure
KTRTRS,63.437687345456276,86.15235101175402,52.001946204634265,80.66671594646212,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094,58.51635850255094
MirchiSayema,28.177735174812458,35.20699241144673,4.779177853259209,90.5558087349047,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478,13.248366064937478
yadavtejashwi,46.2757548976782,56.26555137122524,3.431070147833598,48.86302354846583,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228,17.514687264854228
Cymru,19.591420859969688,39.848893334654875,2.590146668691762,2.227315320825962,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535,33.07082679597535
PremChauhanOfc,8.785177396608884,52.09964173491836,1.5296085183506725,39.063005962293026,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908,7.018706944367908
TiwariNivedita,90.68356743507245,29.201614872683567,5.010418898954017,17.768300592424886,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677,25.44385778017677
BigRigBaloo,17.160389794208115,54.65456031727525,19.606417283311135,37.38585986364587,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996,49.191665059996
atiqaodho2009,67.48860765104673,80.4053768707679,55.51549258899877,78.88297683683084,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954,34.5324574052954
airnews_shi,28.101076062507406,43.3334690369215,42.08317882923262,45.97634163722842,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807,54.70493968995807
KendallJenner,63.2422983728362,79.92466105485,63.46278631264495,79.57080615164469,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749,41.65020886991749
ncbn,93.71885565777704,92.43052228467043,31.36754265377999,28.101772536540494,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121,69.31251757551121
MadhuriDixit,10.523545779716354,86.25492206437264,95.38610134209623,99.89338408020312,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359,81.2150579283359
vickykaushal09,42.34687511617988,72.6828458187129,52.05453976120309,94.96845532125819,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106,40.57676735693106
playersvoice,78.23363104795887,25.282540514784092,15.848345670986259,7.469203246312412,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433,50.3788833646433
anirudhofficial,40.94331589052101,80.75978599878408,13.356774029418316,59.08937298883921,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541,37.10456512884541
NissanUK,74.26271993840861,98.69907572642602,87.75015443617585,94.95960802910292,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057,96.80972784438057
Geethak_MP,78.36251441135977,97.10028148693944,59.91543928413435,75.04591891737692,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817,82.4920867655817
theRohitBansal,72.90788801557201,75.79189976686602,10.722474091153522,39.617344728710194,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972,48.60954990515972
Jagadishbliss,27.765112178827046,65.34176436307376,8.433113737690679,74.16253491651736,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075,22.714989871187075
ProgressBar201X,92.39284925401805,22.2196150436395,35.604322475921194,27.346743252431715,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304,36.843223667999304
aisfm,80.13988647122095,80.77417034102797,34.01814189192644,18.84396513231591,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174,65.9425364053174
IPL,14.609636474985582,72.531951383888,0.8204224135355986,3.3430444697846005,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841,40.11885850055841
Sushant_Kaushal,45.88958915879838,40.528173373577545,12.68636112547773,43.091809757607045,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452,23.919659421685452
seemantlohani,8.814589700991327,67.20420502322678,17.858123049001527,43.197439936734014,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594,30.323269796483594
SadhguruJV,98.7282930457042,71.57505488872867,20.21881597028897,6.06938225106245,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906,64.59322451161906
pranitasubhash,40.10974004077352,73.57761727654656,31.316666457562313,87.95338235079605,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036,33.186348918400036
dikshamadhok,83.75003133717969,68.82226513918866,55.01903938213369,16.793585235943997,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518,74.38287022561518
BBCHARDtalk,80.55239543930753,66.80742213078716,60.314159407802,58.47544345883191,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466,46.59348699980466
riteshagar,60.492384578701305,81.19728747122919,74.33694923088724,67.52749659350282,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368,71.60256735925368
MSDESkillIndia,26.772426190022973,64.23977283803228,1.8378532095255529,21.221775126258812,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238,31.780086036874238
thevirdas,60.44081170822358,34.09436508726279,33.40795279733518,59.96533341803796,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262,31.776346798109262
SunidhiChauhan5,29.861285950397264,52.941229463227636,26.70693702034471,89.8137874286487,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891,16.75266741234891
Andrew007Uk,46.392274413686735,6.8377046743400784,51.25025356140299,46.25335883376164,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964,2.6387405614451964
RatnakarShetty6,53.23589204108081,81.05576975939456,14.549004054586783,8.648655932008648,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293,75.04637859140293
Manavkaul19,84.590283736237,67.21347144386665,2.1026979426333634,67.01892123127374,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584,12.960669904782584
DouglasABaker2,16.67093951401012,61.46375275011038,1.6284685282838607,16.260512935485387,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565,21.841413443838565
CrankyPancreas,68.30518863422203,11.1140980906076,13.305761022565326,26.279434718618422,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403,12.80757553740403
SwachhBharatGov,89.87102479150751,31.556230550949927,21.156407732777442,4.059301643781687,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844,61.830120113167844
SEC_Enforcement,94.33915487990866,85.92382382471166,97.02740553775467,58.142996304377604,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574,96.41609312714574
airnewsalerts,68.10175073741517,75.45335389235737,39.91517956532585,25.99302545321419,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015,54.914665972872015
JoyceMeyer,84.9919415592043,98.38316270443248,88.28242099182131,99.65965432700611,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139,88.89208357150139
shahidkapoor,51.589525690888784,66.1902301632336,42.41783959780206,80.9246252826501,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722,31.209834281561722
alluarjun,42.32278311622678,84.82055395374562,52.16615349207804,92.46893938358438,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728,60.32853327022728
klrahul11,33.53884582999535,92.72898739675621,82.99557061599907,97.48482755040683,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278,73.38453402389278
piselli44,49.48416498729456,12.000504149537218,46.385221124722236,49.172097066394,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164,8.815201013518164
NameisNani,37.66447048422522,86.79523819925504,38.35346437111148,96.56864005567071,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606,48.333996484540606
WIRED,97.0195859132014,63.220891289724875,25.165232213671988,1.073859032518365,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413,87.4586499104413
DrManjula_A,71.23252626557891,56.861117034235306,25.495576143915912,72.05463357094357,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788,26.024962951781788
NewYork_SEC,83.46484836328652,77.61023581998069,94.27300878894083,33.095737845110726,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372,97.51982608850372
kanhaiyakumar,70.82951662683625,59.569342550184835,7.446687570945166,33.207102451970485,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512,27.595685369089512
JustinThomas34,52.47326134700987,61.95602972510732,53.1075470530952,52.06712022680089,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555,68.51168042289555
nickschifrin,95.37692205062815,93.83333415312558,55.10079034202706,40.74034725215503,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073,84.22033019060073
mildredsfierce,89.87468402360179,19.815795669519954,23.048910340238415,58.59675821234258,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763,19.394486341289763
gucci,99.99628056653405,76.00505348354058,70.02443521270878,31.636843356783693,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593,78.67011163297593
GVKjunior,65.89755492812812,60.42966517648326,63.32594567426572,43.758561383921204,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152,64.56777492578152
iFaridoon,65.1154058779725,31.240866316701865,21.271749781919922,85.38351973060159,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427,11.859892602480427
taapsee,47.86402356835576,7.857648325809935,4.652158745743307,20.92784897477083,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184,1.8348640814333184
CocoGauff,12.199309549223464,88.36463483206063,47.45209985094615,76.11786557096549,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196,68.45965326582196
itsSSR,78.91241552228581,62.792707072751654,23.33707932355271,65.09889295565682,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034,42.85441572971034
NehaLTOI,62.3246618782006,52.24398376477113,8.469330564829264,29.915274992333185,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699,25.12656469635699
mecamitmishra,7.020661465309924,67.52383523694179,0.14924719070121273,60.761218679836674,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185,13.87975920369185
ScottEyewear,98.92580837284417,74.9648179551612,98.73558128983882,55.87461371072733,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001,73.26954934554001
rosariodawson,83.62946619594513,90.28672198595125,39.69396736191491,73.4130089521248,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064,75.150995779064
amalaakkineni1,71.45353171797639,88.63838726051011,76.8430541661897,95.22279146564927,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474,58.035509190548474
ndtv,70.81012054114339,80.91803787569087,31.045578745333348,61.41916367486583,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534,57.49116458222534
